Numero di Mach	\( M = \dfrac{u}{c},\quad M<1\ \text{subsonico},\ M>1\ \text{supersonico} \)	FORMULE bilancio
Rankine-Hugoniot (condizione di salto)	\( s\,[\![U]\!] = [\![F]\!] \iff s = \dfrac{[\![F]\!]}{[\![U]\!]} = \dfrac{F_R-F_L}{U_R-U_L} \)	FORMULE caratteristiche
Rankine-Hugoniot per Burgers	\( s = \dfrac{[\![f]\!]}{[\![u]\!]} = \dfrac{u_R^2/2 - u_L^2/2}{u_R-u_L} = \dfrac{u_L+u_R}{2} \)	FORMULE caratteristiche
Invarianti di Riemann (Eulero 1D, gas politropico)	\( J^{\pm} = u \pm \dfrac{2c}{\gamma-1}\ \ \text{costante lungo}\ \ \dfrac{dx}{dt}=u\pm c \)	FORMULE caratteristiche
Numero di Knudsen	\( Kn = \dfrac{\lambda}{L} \)	FORMULE flussi_rarefatti
Numero di Knudsen (definizione locale, coi gradienti)	\( Kn = \dfrac{\lambda}{Q/|\nabla Q|}, \qquad Q=T \Rightarrow L \sim \dfrac{T}{|\nabla T|} \)	FORMULE flussi_rarefatti
Libero cammino medio	\( \lambda = \dfrac{1}{\sqrt{2}\,n\,\sigma} \)	FORMULE flussi_rarefatti
Soglie dei regimi (Knudsen)	\( Kn < 10^{-2}\ \text{(continuo)}, \quad 10^{-2} < Kn < 1\ \text{(transizione)}, \quad Kn > 1\ \text{(molecolare libero)} \)	FORMULE flussi_rarefatti
Velocita media molecolare e tempo tra collisioni	\( \tau_c = \dfrac{\lambda}{\bar c} \)	FORMULE flussi_rarefatti
Frequenza di collisione	\( \nu_{coll} \propto n\,\sigma\,\bar c \)	FORMULE flussi_rarefatti
VHS: sezione d'urto (dipendenza dalla velocita relativa)	\( \sigma \propto g^{-2\nu} \)	FORMULE flussi_rarefatti
VHS: viscosita come diffusivita di quantita di moto	\( \mu \propto \rho\,\bar c\,\lambda \propto \dfrac{\sqrt{m k T}}{\sigma} \)	FORMULE flussi_rarefatti
VHS: scaling della viscosita con la temperatura	\( \mu \propto T^{\omega}, \qquad \text{HS}: \omega=\tfrac12;\quad \text{VHS (aria)}: \omega\approx 0.74 \)	FORMULE flussi_rarefatti
DSMC: free flight (moto disaccoppiato)	\( x^{n+1} = x^{n} + v^{n}\,\Delta t \)	FORMULE flussi_rarefatti
DSMC: vincolo di cella	\( \Delta x \le \lambda \)	FORMULE flussi_rarefatti
DSMC: vincolo di passo temporale	\( \Delta t \le \tau_c = \dfrac{\lambda}{\bar c} \)	FORMULE flussi_rarefatti
DSMC: vincolo tipo CFL	\( \Delta t \le \dfrac{\Delta x}{|v_{max}|} \)	FORMULE flussi_rarefatti
DSMC: numero di particelle per cella	\( N \approx 10\text{–}50 \ \text{particelle/cella} \)	FORMULE flussi_rarefatti
DSMC: peso numerico F_num (densita di cella)	\( \rho \propto \dfrac{F_{num}\,N_{cella}}{V} \qquad (F_{num}=\text{molecole reali per particella numerica}) \)	FORMULE flussi_rarefatti
DSMC: velocita macroscopica di cella	\( \bar u_{macro} = \dfrac{1}{N}\sum_p \bar v_p \)	FORMULE flussi_rarefatti
DSMC: temperatura di cella (varianza delle velocita)	\( T \propto \dfrac{1}{N}\sum_p \lvert \bar v_p - \bar u_{macro}\rvert^2 \)	FORMULE flussi_rarefatti
Angolo limite di espansione (Prandtl-Meyer)	\( \nu_{max}\approx 130^\circ \quad (M\to\infty,\ \gamma=1.4) \)	FORMULE flussi_rarefatti
Bilancio ai volumi finiti (volume fisso)	\( V\,\frac{\partial U_j}{\partial t} = -\int_S \vec F\cdot\vec n\,dS \)	FORMULE meshing
Valor medio di cella	\( U_j = \frac{1}{V}\int_V u\,dV \)	FORMULE meshing
Forma ALE del trasporto (mesh mobile)	\[ \frac{d}{dt}\int_{V(t)} u\,dV + \int_{S(t)} \vec F(u)\cdot\vec n\,dS = 0 \]	FORMULE meshing
Velocita relativa fluido-griglia (ALE)	\( \vec v_{rel} = \vec v - \vec v_g \)	FORMULE meshing
Flusso convettivo ALE	\( \int_{S(t)} u\,(\vec v - \vec v_g)\cdot\vec n\,dS \)	FORMULE meshing
Limiti dell'ALE (Euleriano / Lagrangiano)	\( \vec v_g = 0 \Rightarrow \text{Euleriano}, \qquad \vec v_g = \vec v \Rightarrow \text{Lagrangiano} \)	FORMULE meshing
Mapping algebrico (coordinate computazionali)	\( \eta = \frac{x - x_1}{x_2 - x_1}, \qquad \xi = \frac{y - y_1}{y_2 - y_1} \quad (\in[0,1]) \)	FORMULE meshing
Aspect Ratio	\( \text{AR} = \frac{\text{lato maggiore}}{\text{lato minore}} \quad (\approx 1 \text{ ideale}) \)	FORMULE meshing
Skewness	\( \text{Skewness} = \sum \text{angoli interni} - \sum \text{angoli forma regolare} \quad (\approx 0 \text{ ideale}) \)	FORMULE meshing
Orthogonality	\( \text{Orthogonality} = 1 - (\text{scarto normale faccia vs allineamento centri}) \quad (\approx 1 \text{ ideale}) \)	FORMULE meshing
Jacobiano (volume negativo / overlap)	\( \det(J) \le 0 \Rightarrow \text{volume negativo (overlap)}; \quad \det(J) > 0 \text{ richiesto} \)	FORMULE meshing
Schema upwind (advezione, a>0)	\( u_i^{n+1} = u_i^n - \frac{a\,\Delta t}{\Delta x}\left(u_i^n - u_{i-1}^n\right), \qquad a>0 \)	FORMULE metodi_numerici
Schema upwind (advezione, a<0)	\( u_i^{n+1} = u_i^n - \frac{a\,\Delta t}{\Delta x}\left(u_{i+1}^n - u_i^n\right), \qquad a<0 \)	FORMULE metodi_numerici
Schema centrato in spazio (advezione)	\( u_i^{n+1} = u_i^n - \frac{a\,\Delta t}{2\,\Delta x}\left(u_{i+1}^n - u_{i-1}^n\right) \)	FORMULE metodi_numerici
Laplaciano centrato (Poisson/diffusione)	\( \frac{u_{i-1} - 2u_i + u_{i+1}}{\Delta x^2} = f_i \)	FORMULE metodi_numerici
Differenza centrata seconda (stencil 1,-2,1)	\( \left.\frac{\partial^2 u}{\partial x^2}\right|_i \approx \frac{u_{i-1} - 2u_i + u_{i+1}}{\Delta x^2} + O(\Delta x^2) \)	FORMULE metodi_numerici
Numero di Courant (CFL)	\( \nu = \frac{a\,\Delta t}{\Delta x} \)	FORMULE metodi_numerici
Condizione CFL (advezione esplicita)	\( \mathrm{CFL} = \frac{|a|\,\Delta t}{\Delta x} \le 1 \)	FORMULE metodi_numerici
Equazione modificata dell'upwind	\( u_t + a\,u_x = \frac{a\,\Delta x}{2}\left(1 - \nu\right) u_{xx} + O(\Delta x^2), \qquad \nu = \frac{a\Delta t}{\Delta x} \)	FORMULE metodi_numerici
Coefficiente di diffusione numerica (upwind)	\( D_{num} = \frac{a\,\Delta x}{2}\left(1 - \nu\right) = \frac{a\,\Delta x}{2}\left(1 - \frac{a\Delta t}{\Delta x}\right) \ge 0 \)	FORMULE metodi_numerici
Equazione modificata del centrato (anti-diffusione)	\( u_t + a\,u_x = -\frac{a^2 \Delta t}{2}\,u_{xx} + O(\Delta x^2) \)	FORMULE metodi_numerici
Coefficiente di diffusione numerica (centrato)	\( D_{num} = -\frac{a^2 \Delta t}{2} < 0 \quad \Rightarrow \text{ anti-diffusivo, instabile} \)	FORMULE metodi_numerici
Dominio di dipendenza numerico (CFL geometrico)	\( |a|\,\Delta t \le \Delta x \)	FORMULE metodi_numerici
Errore locale di troncamento	\( \tau(h) = y(t_{k+1}) - \tilde y_{k+1} = y(t_{k+1}) - y(t_k) - h\,f(t_k,y(t_k)) \)	FORMULE metodi_numerici_ode
Soluzione numerica dal dato esatto	\( \tilde y_{k+1} = y(t_k) + h\,f(t_k, y(t_k)) \)	FORMULE metodi_numerici_ode
Errore locale di discretizzazione	\( d(h) = \dfrac{\tau(h)}{h} \)	FORMULE metodi_numerici_ode
Errore globale (decomposizione)	\[ e_{k+1} = y(t_{k+1}) - y_{k+1} = \underbrace{\big(y(t_{k+1})-\tilde y_{k+1}\big)}_{\text{troncamento}} + \underbrace{\big(\tilde y_{k+1}-y_{k+1}\big)}_{\text{propagazione}} \]	FORMULE metodi_numerici_ode
Consistenza	\( \lim_{h\to0} d(h) = 0 \)	FORMULE metodi_numerici_ode
Ordine del metodo	\( d(h) = \mathcal{O}(h^p) \qquad (\text{Eulero: } p=1) \)	FORMULE metodi_numerici_ode
0-stabilita	\( \lvert y_k-\hat y_k\rvert \le K\,\lvert y_0-\hat y_0\rvert, \quad \forall k\le \dfrac{b-a}{h} \)	FORMULE metodi_numerici_ode
Assoluta stabilita	\( \lim_{k\to\infty} y_k = 0 \quad (\text{solo se } \mathrm{Re}(\lambda)<0) \)	FORMULE metodi_numerici_ode
Teorema di Lax (convergenza)	\( \text{consistenza} + \text{0-stabilita} \;\Rightarrow\; \text{convergenza}, \quad \lim_{N\to\infty} y_N = y(t) \)	FORMULE metodi_numerici_ode
Fattore di amplificazione	\( y_{k+1} = \mathcal{F}(h\lambda)\,y_k \;\Rightarrow\; y_{k+1} = \mathcal{F}(h\lambda)^{k+1}\,y_0 \)	FORMULE metodi_numerici_ode
Regione di assoluta stabilita	\( R_a = \{\, h\lambda \in \mathbb{C} : \lvert \mathcal{F}(h\lambda)\rvert < 1 \,\} \)	FORMULE metodi_numerici_ode
Stabilita per sistemi	\( y'(t)=Ay(t) \;\Rightarrow\; \mathrm{Re}(\lambda_i)<0 \ \ \forall i \)	FORMULE metodi_numerici_ode
Eulero esplicito	\( y_{k+1} = y_k + h\,f(t_k,y_k), \qquad \mathcal{F}(h\lambda) = 1 + h\lambda \)	FORMULE metodi_numerici_ode
Regione di stabilita Eulero esplicito	\( \lvert 1 + h\lambda \rvert < 1 \quad (\text{cerchio di centro } -1,\ \text{raggio } 1) \)	FORMULE metodi_numerici_ode
Eulero implicito	\( y_{k+1} = y_k + h\,f(t_{k+1},y_{k+1}), \qquad \mathcal{F}(h\lambda) = \dfrac{1}{1-h\lambda} \)	FORMULE metodi_numerici_ode
Regione di stabilita Eulero implicito	\( \left\lvert \dfrac{1}{1-h\lambda}\right\rvert < 1 \quad (\text{esterno del cerchio di centro } +1,\ \text{raggio } 1;\ \text{A-stabile}) \)	FORMULE metodi_numerici_ode
Heun	\( y_{k+1} = y_k + \dfrac{h}{2}\big[f(t_k,y_k)+f(t_{k+1},\,y_k+h f(t_k,y_k))\big], \qquad \mathcal{F}(h\lambda)=1+h\lambda+\dfrac{(h\lambda)^2}{2} \)	FORMULE metodi_numerici_ode
Trapezi (Crank-Nicolson)	\( y_{k+1} = y_k + \dfrac{h}{2}\big[f(t_k,y_k)+f(t_{k+1},y_{k+1})\big] \quad (p=2,\ \text{implicito}) \)	FORMULE metodi_numerici_ode
Eulero modificato (punto medio)	\( y_{k+1} = y_k + h\,f\!\big(t_k+\tfrac{h}{2},\, y_k+\tfrac{h}{2}f(t_k,y_k)\big) \)	FORMULE metodi_numerici_ode
Runge-Kutta esplicito (s stadi)	\( y_{k+1} = y_k + h\sum_{i=1}^{s} a_i\, f\!\big(t_k+b_i h,\ y_k + h\sum_{j=1}^{i-1} c_{ij} k_j\big) \)	FORMULE metodi_numerici_ode
RK4 classico	\[ y_{k+1}=y_k+\dfrac{h}{6}(k_1+2k_2+2k_3+k_4),\quad \begin{aligned} k_1&=f(t_k,y_k)\\ k_2&=f(t_k+\tfrac h2, y_k+\tfrac h2 k_1)\\ k_3&=f(t_k+\tfrac h2, y_k+\tfrac h2 k_2)\\ k_4&=f(t_k+h, y_k+h k_3)\end{aligned} \]	FORMULE metodi_numerici_ode
Tableau di Butcher (condizioni di consistenza)	\( \sum_{i=1}^{s} a_i = 1, \qquad b_i = \sum_{j=1}^{s} c_{ij} \quad \forall i=1,\dots,s \)	FORMULE metodi_numerici_ode
Tableau di Butcher (struttura)	\( \begin{array}{c|c} \mathbf{c} & A \\ \hline & \mathbf{b}^{\mathsf T} \end{array} \quad (A\ \text{strett. triang. inf.} \Rightarrow \text{esplicito}) \)	FORMULE metodi_numerici_ode
Grado di stiffness	\( \max_i \lvert \mathrm{Re}(\lambda_i)\rvert\, L \gg 1 \quad (\text{rapporto } \lambda_{\max}/\lambda_{\min}\ \text{molto grande}) \)	FORMULE metodi_numerici_ode
Soluzione di un sistema (stiff)	\( y(t)=c_1 e^{\lambda_1(t-t_0)}v_1+\dots+c_m e^{\lambda_m(t-t_0)}v_m \)	FORMULE metodi_numerici_ode
Condizione CFL	\( \mathrm{CFL} = \dfrac{c\,\Delta t}{\Delta x} \le 1 \quad \Rightarrow\quad \Delta t \le \dfrac{\Delta x}{c} \)	FORMULE metodi_numerici_ode
Decomposizione su base POD	\(u(\bar{x},\bar{\mu})=\displaystyle\sum_{i=1}^{N}\tilde{a}_i(\bar{\mu})\,\phi_i(\bar{x}),\qquad N\le N_s\) — separazione spazio (modi \(\phi_i\)) × parametri (coefficienti \(\tilde a_i\)).	FORMULE modelli_ordine_ridotto
Matrice di correlazione (snapshot)	\[C_{jk}=\langle u_j,u_k\rangle,\qquad j,k=1,\dots,N_s\] — matrice \(N_s\times N_s\) dei prodotti scalari tra snapshot (metodo degli snapshot di Sirovich). I suoi autovettori combinano gli snapshot nei modi.	FORMULE modelli_ordine_ridotto
Prodotto scalare L2 discreto	\(\langle g,u\rangle=\displaystyle\int_{\Omega} g\,u\,d\Omega\;\simeq\;\sum_{\ell=1}^{N_{cell}} g(\bar{x}_\ell)\,u(\bar{x}_\ell)\,V_\ell\) — discretizzazione FV come somma pesata sui volumi di cella \(V_\ell\); norma associata \(\|\phi\|^2=\langle\phi,\phi\rangle\).	FORMULE modelli_ordine_ridotto
Problema di ottimo POD	\[\max_{\phi_i}\sum_{k=1}^{N_s}\langle u_k,\phi_i\rangle^2\qquad\text{s.t.}\qquad \|\phi_i\|_\Omega^2=1\] — i modi massimizzano la proiezione degli snapshot (= catturano più energia); il vincolo di norma unitaria rende il problema ben posto.	FORMULE modelli_ordine_ridotto
Energia = traccia = somma autovalori	\[E_{tot}=\sum_{k=1}^{N_s}\|u_k\|_\Omega^2=\mathrm{tr}(C)=\sum_{i=1}^{N_s}\lambda_i\] — energia totale del database = traccia della matrice di correlazione = somma degli autovalori; ogni \(\lambda_i\) è l'energia catturata dal modo \(i\).	FORMULE modelli_ordine_ridotto
RIC (Relative Information Content)	\[RIC(n)=\frac{\sum_{i=1}^{n}\lambda_i}{\sum_{i=1}^{N_s}\lambda_i}>0.99\] — frazione cumulata di energia; si tiene il minimo \(n\) che supera la soglia (~10 modi bastano).	FORMULE modelli_ordine_ridotto
Soluzione ridotta online (Galerkin)	\(u(\bar{x},\bar{\mu})=\displaystyle\sum_{i=1}^{n}\tilde{u}_i(\bar{\mu})\,\phi_i(\bar{x})\), con coefficienti dalla proiezione di Galerkin \(\tilde{u}_i(\bar{\mu})=\langle u(\cdot,\bar{\mu}),\phi_i\rangle\) (modi ortonormali); online i \(\tilde u_i\) si interpolano nei parametri (polinomi, RBF, NN, GP).	FORMULE modelli_ordine_ridotto
Frazione di massa di una specie	\( Y_i = \dfrac{m_i}{m}, \qquad \sum_{i=1}^{N_S} Y_i = 1 \)	FORMULE reacting_flows
Concentrazione molare di una specie	\( [X_s] = \dfrac{\rho_s}{M_s} \)	FORMULE reacting_flows
Mixture fraction (equazione di trasporto, scalare conservato)	\[ \dfrac{\partial(\rho Z)}{\partial t} + \nabla\cdot(\rho\mathbf u\,Z) = \nabla\cdot(\rho D\nabla Z) \]	FORMULE reacting_flows
Mixture fraction (definizione e fiamma diffusiva)	\( Z = 1 \text{ nel combustibile},\ Z = 0 \text{ nell'ossidante};\ \text{fiamma su } Z = Z_{st} \)	FORMULE reacting_flows
Numero di Damkohler	\( \mathrm{Da} = \dfrac{\tau_t}{\tau_c} = \dfrac{\text{tempo di mescolamento}}{\text{tempo chimico}} \)	FORMULE reacting_flows
Tempo di mixing turbolento	\( \tau_t = \dfrac{k}{\varepsilon} \)	FORMULE reacting_flows
Tempo chimico	\( \tau_c \approx \dfrac{\delta_L}{S_L} \)	FORMULE reacting_flows
Legge di Arrhenius (costante diretta)	\( K_{f,j} = A_j\, T^{\beta_j}\, \exp\!\left(-\dfrac{E_{a,j}}{R\,T}\right) \)	FORMULE reacting_flows
Costante cinetica inversa (via equilibrio)	\( K_{b,j} = \dfrac{K_{f,j}}{K_{eq,j}(T)} \)	FORMULE reacting_flows
Costante di equilibrio (termodinamica)	\( K_{eq,j}(T) = \exp\!\left(-\dfrac{\Delta G^\circ_j}{R\,T}\right), \qquad \Delta G^\circ_j = \Delta H^\circ_j - T\,\Delta S^\circ_j \)	FORMULE reacting_flows
Equilibrio dettagliato (rapporto delle costanti)	\( \dfrac{K_{f,j}}{K_{b,j}} = \prod_s [X_s]^{\nu^P_{sj}-\nu^R_{sj}} \equiv K_{c,j}(T) \)	FORMULE reacting_flows
Passaggio Keq - Kc	\( K_{c,j} = K_{eq,j}\,(R\,T)^{-\Delta n_j}, \qquad \Delta n_j = \sum_s(\nu^P_{sj}-\nu^R_{sj}) \)	FORMULE reacting_flows
Equazione di trasporto delle specie	\[ \dfrac{\partial(\rho Y_i)}{\partial t} + \nabla\cdot(\rho\mathbf u\,Y_i) = -\nabla\cdot\mathbf J_i + \dot\omega_i \qquad i=1,\dots,N_S \]	FORMULE reacting_flows
Flusso diffusivo di massa (legge di Fick)	\( \mathbf J_i = -\rho D_i\nabla Y_i, \qquad \sum_i \mathbf J_i = 0 \)	FORMULE reacting_flows
Continuita globale (massa)	\( \dfrac{\partial\rho}{\partial t} + \nabla\cdot(\rho\mathbf u) = 0 \)	FORMULE reacting_flows
Quantita di moto	\[ \dfrac{\partial(\rho\mathbf u)}{\partial t} + \nabla\cdot(\rho\mathbf u\otimes\mathbf u) = \nabla\cdot\boldsymbol\sigma, \qquad \boldsymbol\sigma = \boldsymbol\tau - p\,\mathbf I \]	FORMULE reacting_flows
Equazione dell'energia totale	\[ \dfrac{\partial(\rho E)}{\partial t} + \nabla\cdot(\rho\mathbf u\,E) = \nabla\cdot(\boldsymbol\sigma\cdot\mathbf u) - \nabla\cdot\mathbf q_c - \nabla\cdot\mathbf q_m \]	FORMULE reacting_flows
Flussi di calore conduttivo e diffusivo	\( \mathbf q_c = -\lambda\nabla T, \qquad \mathbf q_m = \sum_i h_i\,\mathbf J_i \)	FORMULE reacting_flows
Energia totale specifica	\( E = \sum_{i=1}^{N_S} Y_i\, e_i + \tfrac12\,\mathbf u^2 \)	FORMULE reacting_flows
Entalpia di specie (relazione con energia interna)	\( h_i = e_i + \dfrac{p}{\rho} \)	FORMULE reacting_flows
Entalpia assoluta di specie (formazione + sensibile)	\( h_i = h^\circ_{f,i} + \int_{T_0}^{T} c_{p,i}(T')\,dT' \)	FORMULE reacting_flows
Entalpia totale specifica	\( H = E + \dfrac{p}{\rho} \)	FORMULE reacting_flows
Sorgente di calore (entalpia sensibile)	\( \dot Q = -\sum_i h^\circ_{f,i}\,\dot\omega_i \)	FORMULE reacting_flows
Numero di Lewis	\( Le = \dfrac{\alpha}{D_i} \)	FORMULE reacting_flows
Tasso di specie da rateo di reazione	\( \dot\omega_i = M_i \sum_{j=1}^{N_r} (\nu^P_{ij} - \nu^R_{ij})\, q_j \)	FORMULE reacting_flows
Tasso di specie (formula completa)	\[ \dot\omega_i = \sum_{j=1}^{N_r}(\nu^P_{ij}-\nu^R_{ij})\left[ K_{f,j}\prod_{s=1}^{N_S}\Big(\dfrac{\rho_s}{M_s}\Big)^{\nu^R_{sj}} - K_{b,j}\prod_{s=1}^{N_S}\Big(\dfrac{\rho_s}{M_s}\Big)^{\nu^P_{sj}} \right] \]	FORMULE reacting_flows
Rate of progress di una reazione	\( q_j = K_{f,j}\prod_s [X_s]^{\nu^R_{sj}} - K_{b,j}\prod_s [X_s]^{\nu^P_{sj}} \)	FORMULE reacting_flows
Eddy Dissipation Model (rate medio)	\( \overline{\dot\omega}_c \approx C\,\dfrac{\bar\rho}{\tau_t}\,\tilde c\,(1-\tilde c), \qquad \tau_t = \dfrac{k}{\varepsilon} \)	FORMULE reacting_flows
Finite-Rate / Eddy-Dissipation	\( \overline{\dot\omega} = \min\big(\dot\omega_{\text{finite-rate}},\ \dot\omega_{\text{EDM}}\big) \)	FORMULE reacting_flows
Tasso medio via beta-PDF (convoluzione)	\( \widetilde{\dot\omega}_i = \int_0^1 \dot\omega_i(Z)\,\tilde P\big(Z;\tilde Z,\widetilde{Z''^2}\big)\,dZ \)	FORMULE reacting_flows
Composizione media via beta-PDF	\( \tilde Y_i = \int_0^1 Y_i(Z)\,\tilde P(Z)\,dZ \)	FORMULE reacting_flows
Thickened Flame Model (scaling)	\( D \to F\,D, \qquad \dot\omega \to \dfrac{\dot\omega}{F} \)	FORMULE reacting_flows
Velocita e spessore di fiamma laminare (scaling)	\( S_L \propto \sqrt{D\,\dot\omega}, \qquad \delta_L \propto \sqrt{D/\dot\omega} \)	FORMULE reacting_flows
Forma conservativa 1D	\( \frac{\partial u}{\partial t} + \frac{\partial f}{\partial x} = 0, \qquad f = f(u) \)	FORMULE schemi_volumi_finiti
Eulero come limite di Navier-Stokes	\( \partial_t \mathbf U + \nabla\cdot \mathbf F^c = 0 \quad (\mu=k=0) \)	FORMULE schemi_volumi_finiti
Forma integrale sulla cella	\( \frac{\partial}{\partial t}\int_{x_{j-1/2}}^{x_{j+1/2}} u\,dx = -\left(f_{j+1/2} - f_{j-1/2}\right) \)	FORMULE schemi_volumi_finiti
Media di cella (variabile conservata)	\( U_j = \frac{1}{\Delta x}\int_{x_{j-1/2}}^{x_{j+1/2}} u\,dx \)	FORMULE schemi_volumi_finiti
Aggiornamento a volumi finiti (esplicito)	\( U_j^{n+1} = U_j^n - \frac{\Delta t}{\Delta x}\left[F_{j+1/2} - F_{j-1/2}\right] \)	FORMULE schemi_volumi_finiti
Flusso centrato (media aritmetica)	\( f_{j+1/2} = \tfrac12(f_j + f_{j+1}), \qquad f_{j-1/2} = \tfrac12(f_{j-1}+f_j) \)	FORMULE schemi_volumi_finiti
Schema centrato esplicito	\( \frac{U_j^{n+1}-U_j^n}{\Delta t} + \frac{f_{j+1/2}^n - f_{j-1/2}^n}{\Delta x} = 0 \)	FORMULE schemi_volumi_finiti
Flusso numerico di Lax-Friedrichs / Rusanov	\( F_{j+1/2}^{LF} = \tfrac12(F_j + F_{j+1}) - \frac{\lambda_{max}}{2}(U_{j+1} - U_j) \)	FORMULE schemi_volumi_finiti
Velocita di dissipazione di Rusanov	\( \lambda_{max} = \max(|\lambda_j|,|\lambda_{j+1}|) \)	FORMULE schemi_volumi_finiti
Condizione CFL	\( \mathrm{CFL} = \frac{\lambda_{max}\,\Delta t}{\Delta x} \le 1, \qquad \lambda_{max}=\max_j\max_k |\lambda_k^j| \)	FORMULE schemi_volumi_finiti
Dato iniziale del problema di Riemann	\( u(x,0)=\begin{cases} u_L & x<0 \\ u_R & x>0 \end{cases} \)	FORMULE schemi_volumi_finiti
Autovalori di Eulero 1D	\( \lambda_1 = u-a, \quad \lambda_2 = u, \quad \lambda_3 = u+a \)	FORMULE schemi_volumi_finiti
Segno dell'autovalore (direzione upwind)	\( \sigma_k = \operatorname{sign}(\lambda_k) \in \{-1,+1\} \)	FORMULE schemi_volumi_finiti
Proiettori upwind	\( \frac{1+\sigma_k}{2} \;(\text{onde destre}), \qquad \frac{1-\sigma_k}{2} \;(\text{onde sinistre}) \)	FORMULE schemi_volumi_finiti
Schema di Godunov (aggiornamento)	\( U_j^{n+1} = U_j^n - \frac{\Delta t}{\Delta x}\left[F_{j+1/2} - F_{j-1/2}\right] \)	FORMULE schemi_volumi_finiti
Decomposizione del salto di flusso (3 onde)	\( F_B - F_A = (F_C - F_A) + (F_D - F_C) + (F_B - F_D) \)	FORMULE schemi_volumi_finiti
Contributi direzionali DF (destra e sinistra)	\( \overrightarrow{DF}_j = \sum_k \frac{1+\sigma_k}{2}\,\Delta F_k, \qquad \overleftarrow{DF}_j = \sum_k \frac{1-\sigma_k}{2}\,\Delta F_k \)	FORMULE schemi_volumi_finiti
Flusso numerico di Godunov (upwind)	\( F_{j+1/2} = F_j + \overleftarrow{DF}_j = F_{j+1} - \overrightarrow{DF}_j \)	FORMULE schemi_volumi_finiti
Aggiornamento upwind della cella j	\( U_j^{n+1} = U_j^n - \frac{\Delta t}{\Delta x}\left[\overleftarrow{DF}_j + \overrightarrow{DF}_{j-1}\right] \)	FORMULE schemi_volumi_finiti
Flux Vector Splitting (FVS)	\( \mathbf F = \mathbf F^+(U) + \mathbf F^-(U) \)	FORMULE schemi_volumi_finiti
Flux Difference Splitting (FDS)	\( \Delta F = F(U_R) - F(U_L) = A^+\Delta U + A^-\Delta U, \quad A=\frac{\partial F}{\partial U} \)	FORMULE schemi_volumi_finiti
Condizione di consistenza di Roe	\( \bar A\,(U_R - U_L) = F(U_R) - F(U_L) \)	FORMULE schemi_volumi_finiti
Media di Roe (velocita)	\( \bar u = \frac{\sqrt{\rho_L}\,u_L + \sqrt{\rho_R}\,u_R}{\sqrt{\rho_L}+\sqrt{\rho_R}} \)	FORMULE schemi_volumi_finiti
Media di Roe (entalpia totale)	\( \bar H = \frac{\sqrt{\rho_L}\,H_L + \sqrt{\rho_R}\,H_R}{\sqrt{\rho_L}+\sqrt{\rho_R}} \)	FORMULE schemi_volumi_finiti
Autovalori della matrice di Roe	\( \lambda(\bar A) = \{\bar u - \bar a,\; \bar u,\; \bar u + \bar a\} \in \mathbb{R} \)	FORMULE schemi_volumi_finiti
